date,temperature_2m_max,temperature_2m_min,temp_diff_2m,apparent_temperature_max,apparent_temperature_min,apparent_temp_diff,daylight_duration,sunshine_duration,precipitation_sum,precipitation_hours,rain_sum,snowfall_sum,shortwave_radiation_sum,wind_speed_10m,wind_direction_10m,wind_gusts_10m_max,total_grid_load,residual_load,pumped_storage_x,biomass_energy,hydropower,offshore_wind,onshore_wind,solar_pv,other_renewables,nuclear_energy,lignite,hard_coal,natural_gas,pumped_storage_y,other_conventional,weekend,total_energy_production,total_renewable_production,total_energy_consumption
2024-01-22,8.7,2.26,6.44,4.13,-3.1,7.24,8.61,1.03,6.32,7.54,6.18,0.0,1.74,8.72,218.71,17.63,1538.08,450.5,39.97,101.86,36.84,92.09,972.45,23.05,3.1,0.0,90.16,124.97,159.29,25.64,21.69,0.0,1651.13,1229.38,2028.54
2024-01-23,7.91,5.01,2.9,3.08,-0.1,3.17,8.66,4.39,2.78,6.0,2.42,0.0,3.44,7.92,241.0,15.84,1540.01,489.81,39.9,101.9,40.41,110.02,884.73,55.45,3.0,0.0,108.88,115.63,178.64,32.2,28.26,0.0,1659.13,1195.52,2069.73
2024-01-24,11.57,6.51,5.06,6.75,1.24,5.5,8.71,3.17,3.84,6.54,3.56,0.0,2.47,10.34,255.59,20.65,1504.78,347.55,46.89,100.14,40.16,95.58,1020.01,41.65,2.9,0.0,97.15,108.33,149.53,24.58,28.7,0.0,1708.72,1300.42,1899.23
2024-01-25,8.17,4.81,3.36,4.56,1.05,3.5,8.76,3.26,0.22,1.0,0.22,0.0,3.26,7.25,273.35,14.32,1469.99,779.69,31.14,102.38,49.27,77.14,547.77,65.39,3.29,0.0,160.62,118.91,217.47,34.29,30.4,0.0,1406.95,845.25,2280.81
2024-01-26,9.79,4.21,5.58,6.04,-0.14,6.18,8.81,1.06,5.26,6.69,5.12,0.0,1.47,8.51,253.44,17.69,1454.44,607.62,27.95,102.07,49.09,109.75,712.14,24.93,3.21,0.0,143.15,114.0,167.7,16.06,31.12,0.0,1473.22,1001.18,2090.0
2024-01-27,6.61,1.42,5.18,2.91,-2.99,5.9,8.86,6.01,0.0,0.0,0.0,0.0,4.84,5.16,268.8,10.62,1279.78,606.73,36.52,102.63,49.38,115.41,431.59,126.05,3.43,0.0,143.12,83.15,154.96,28.22,33.97,1.0,1271.92,828.5,1923.03
2024-01-28,7.5,-0.61,8.11,3.89,-4.43,8.32,8.91,6.93,0.0,0.0,0.0,0.0,5.3,3.1,171.92,6.85,1138.18,516.41,43.08,102.52,45.68,108.45,369.77,143.54,3.36,0.0,119.06,64.39,148.83,9.88,33.01,1.0,1148.51,773.34,1697.67
2024-01-29,8.74,0.69,8.05,5.64,-3.37,9.01,8.97,5.6,0.0,0.0,0.0,0.0,4.78,3.51,184.35,7.36,1397.4,840.67,18.47,103.13,47.53,72.06,359.7,124.97,3.66,0.0,204.13,132.99,209.72,31.35,33.94,0.0,1323.18,711.05,2256.54
2024-01-30,8.55,2.02,6.53,5.41,-1.63,7.04,9.02,2.42,0.13,0.69,0.13,0.0,3.65,4.12,206.16,8.53,1445.95,839.13,20.05,102.86,49.05,107.78,421.48,77.57,3.65,,229.04,115.43,195.03,24.5,32.99,0.0,1359.37,762.38,2305.13
2024-01-31,7.5,2.89,4.61,4.19,-1.32,5.52,9.08,3.2,0.45,0.92,0.45,0.0,3.53,5.12,238.75,10.18,1514.99,856.48,26.05,101.96,49.68,118.06,494.38,46.06,3.55,,216.62,131.83,185.49,30.12,33.62,0.0,1411.38,813.7,2397.51
2024-02-01,7.83,3.63,4.2,3.45,-0.52,3.97,9.13,4.73,3.08,3.62,3.08,0.0,3.77,6.89,266.75,13.55,1507.57,684.17,36.88,103.02,47.59,92.09,663.85,67.45,3.67,,176.4,130.31,175.74,36.95,34.59,0.0,1531.68,977.68,2228.63
2024-02-02,8.55,3.73,4.82,4.34,-0.22,4.56,9.18,1.63,0.12,0.92,0.11,0.01,2.58,6.52,247.89,12.31,1484.12,569.38,26.67,103.92,46.64,124.87,740.82,49.05,3.49,,138.94,101.26,159.24,21.68,32.89,0.0,1522.79,1068.78,2080.17
2024-02-03,9.54,6.27,3.27,5.62,2.1,3.51,9.24,2.41,0.48,2.77,0.45,0.01,2.79,6.97,263.91,13.18,1294.61,287.53,42.18,102.3,42.68,128.85,826.06,52.17,3.05,,88.82,88.51,112.45,30.01,32.77,1.0,1507.68,1155.11,1624.32
2024-02-04,9.13,6.48,2.65,4.92,2.3,2.62,9.3,0.47,3.22,7.38,3.18,0.0,2.34,7.59,258.54,14.64,1227.67,152.18,59.49,101.67,39.56,135.56,903.78,36.15,3.03,,83.83,73.9,97.79,19.95,33.21,1.0,1528.42,1219.75,1439.34
2024-02-05,10.14,6.43,3.7,6.41,1.92,4.49,9.36,3.62,3.03,5.85,3.03,0.0,4.01,7.95,259.16,15.29,1445.73,241.93,39.27,101.38,38.61,110.29,1008.34,85.17,3.05,,89.01,100.77,146.02,35.5,32.59,0.0,1750.74,1346.85,1726.93
2024-02-06,9.27,5.46,3.81,4.41,0.66,3.75,9.41,1.61,5.13,6.15,5.13,0.0,2.63,8.23,245.42,16.01,1493.3,269.12,40.72,100.79,39.28,120.14,1057.62,46.42,3.16,,93.58,104.1,139.88,25.14,31.3,0.0,1761.41,1367.42,1803.13
2024-02-07,8.46,2.81,5.66,3.83,-1.09,4.93,9.47,2.63,7.05,7.62,6.95,0.01,3.27,7.31,267.63,15.25,1496.15,836.22,29.62,102.76,42.35,103.36,510.49,46.08,3.29,,249.59,111.06,209.45,34.05,31.13,0.0,1443.61,808.33,2361.98
2024-02-08,7.03,2.69,4.33,4.36,-1.17,5.53,9.53,1.22,5.62,9.77,5.16,0.16,2.78,3.07,183.71,9.78,1466.77,1156.44,20.42,102.45,45.58,47.38,223.01,39.94,3.95,,322.89,155.38,271.26,31.12,33.22,0.0,1276.16,462.3,2643.63
2024-02-09,9.93,4.29,5.63,7.7,0.15,7.55,9.6,0.63,8.11,12.46,6.95,0.46,2.39,5.04,128.86,10.75,1450.21,763.69,24.86,102.47,41.91,142.65,505.29,38.58,3.86,,246.2,69.87,172.39,22.89,34.57,0.0,1380.68,834.76,2238.76
2024-02-10,10.41,5.75,4.67,8.01,3.01,5.0,9.66,2.47,1.38,3.69,1.32,0.0,4.04,4.49,110.27,8.94,1221.82,835.67,14.26,102.77,41.52,103.78,211.14,71.23,3.42,,251.17,66.0,146.58,19.86,34.17,1.0,1051.64,533.85,2071.75
2024-02-11,8.0,5.42,2.58,5.46,1.73,3.73,9.72,0.16,3.88,9.92,3.87,0.0,1.75,2.22,144.17,11.12,1161.71,691.15,41.9,101.4,41.04,132.11,308.22,30.22,3.67,,202.06,62.19,133.8,16.34,34.33,1.0,1065.41,616.67,1894.75
2024-02-12,8.11,4.77,3.34,5.17,1.78,3.39,9.78,3.3,1.65,6.77,1.52,0.0,4.03,3.81,270.88,9.83,1375.3,991.18,21.57,103.78,43.67,52.26,277.18,54.69,3.94,,286.75,88.3,195.47,37.96,34.71,0.0,1178.7,535.52,2388.05
2024-02-13,8.31,2.7,5.61,4.59,-0.81,5.4,9.84,6.12,0.26,0.85,0.25,0.0,6.14,4.8,237.27,9.92,1437.38,821.53,36.4,105.01,41.1,123.08,371.45,121.32,4.0,,263.41,100.63,181.53,20.04,34.78,0.0,1366.35,765.96,2295.31
2024-02-14,10.23,4.02,6.21,7.8,0.7,7.1,9.91,1.03,3.15,7.0,3.02,0.0,2.83,4.49,204.34,8.77,1425.81,870.16,20.38,102.58,40.71,58.24,443.47,53.95,3.86,,278.84,115.38,164.24,24.32,33.98,0.0,1319.57,702.81,2316.35
2024-02-15,12.94,7.95,4.98,11.13,5.92,5.2,9.97,2.23,1.12,5.08,1.06,0.0,4.04,3.19,183.11,6.56,1399.3,917.27,19.55,102.62,39.83,100.75,293.12,88.16,3.33,,275.22,111.78,181.92,24.7,34.44,0.0,1255.87,627.82,2336.12
2024-02-16,13.58,7.62,5.96,11.04,4.89,6.15,10.03,3.19,1.78,5.54,1.61,0.0,4.6,4.92,209.82,9.98,1403.25,730.9,26.32,102.38,38.5,122.94,461.73,87.67,3.31,,219.45,81.71,154.91,24.49,32.53,0.0,1329.61,816.53,2160.47
2024-02-17,10.78,5.42,5.36,8.29,2.87,5.42,10.1,5.46,1.12,3.0,1.11,0.0,5.39,5.23,289.61,9.81,1207.08,804.22,25.73,101.98,39.39,53.3,268.12,81.44,2.85,,218.42,75.72,161.76,30.04,29.58,1.0,1062.6,547.08,2037.03
2024-02-18,10.31,3.7,6.61,7.42,0.61,6.82,10.16,1.73,6.47,7.54,6.47,0.0,4.23,5.27,193.95,10.5,1145.99,529.96,51.43,102.04,39.58,119.96,404.27,91.8,2.45,,135.19,60.12,127.92,11.89,28.87,1.0,1124.1,760.1,1727.38
2024-02-19,9.36,6.51,2.86,6.25,2.28,3.98,10.22,1.52,5.0,9.77,4.82,0.0,3.27,6.58,273.7,13.36,1414.85,675.94,19.29,103.8,41.32,108.32,573.56,57.03,2.47,,195.58,93.38,146.58,30.41,27.77,0.0,1380.23,886.51,2110.08
2024-02-20,9.15,5.82,3.33,5.61,2.35,3.25,10.29,3.19,0.67,2.38,0.61,0.0,4.89,5.51,260.84,10.63,1440.52,790.06,22.27,106.41,47.0,109.76,451.47,89.22,2.44,,205.63,104.87,167.54,29.38,30.48,0.0,1344.22,806.31,2252.85
2024-02-21,10.48,6.21,4.27,7.09,2.42,4.67,10.35,3.7,1.92,4.08,1.88,0.0,5.62,5.93,216.94,11.59,1458.5,677.92,36.83,106.76,44.33,110.76,562.31,107.51,2.67,,160.28,106.1,154.76,28.89,30.8,0.0,1415.17,934.34,2173.25
2024-02-22,10.96,7.25,3.7,7.93,2.89,5.03,10.41,0.84,7.66,11.23,7.4,0.0,2.63,7.14,189.93,14.61,1456.51,631.47,35.26,106.06,44.01,103.71,677.32,44.0,2.71,,150.43,77.99,143.47,31.27,33.19,0.0,1414.17,977.82,2123.24
2024-02-23,9.22,4.08,5.14,4.61,-0.66,5.27,10.48,5.63,2.47,4.38,2.25,0.0,6.26,8.81,216.67,17.79,1445.18,567.14,41.66,106.46,44.02,93.16,698.9,85.98,2.47,,149.27,74.49,167.84,41.74,33.14,0.0,1497.48,1031.0,2053.98
2024-02-24,8.4,2.14,6.26,4.54,-1.29,5.83,10.54,6.91,1.18,2.62,0.84,0.0,7.84,5.0,187.87,10.57,1220.59,664.09,31.19,106.28,46.93,66.13,347.83,142.53,2.12,,174.82,51.84,147.81,18.51,33.85,1.0,1138.67,711.82,1915.86
2024-02-25,9.23,2.23,7.0,5.97,-1.25,7.22,10.61,6.75,0.64,2.69,0.42,0.0,7.55,4.52,175.19,9.08,1158.86,674.41,39.07,105.99,43.57,30.36,297.69,156.4,2.13,,185.56,47.95,149.34,22.01,33.54,1.0,1074.53,636.13,1872.34
2024-02-26,8.63,1.94,6.69,5.67,-1.29,6.96,10.67,3.25,1.92,1.77,1.92,0.0,6.4,3.58,52.81,7.58,1399.38,979.66,29.93,106.22,43.42,63.06,254.44,102.22,2.16,,269.36,68.36,183.98,21.01,32.41,0.0,1146.63,571.51,2408.97
2024-02-27,7.21,2.56,4.65,4.16,-0.44,4.61,10.74,3.24,0.15,0.31,0.15,0.0,5.99,2.47,12.95,7.21,1429.05,1191.65,20.98,107.06,43.97,17.3,140.37,79.72,2.11,,336.59,102.2,248.26,38.46,34.08,0.0,1150.11,390.53,2641.68
2024-02-28,7.28,1.96,5.33,4.24,-0.9,5.14,10.8,4.88,0.0,0.0,0.0,0.0,6.86,2.46,223.77,7.02,1436.33,1187.17,27.64,107.1,43.19,69.32,80.24,99.6,2.17,,335.62,104.18,261.12,30.69,34.72,0.0,1167.97,401.62,2651.14
2024-02-29,9.96,1.93,8.03,6.32,-2.19,8.51,10.87,7.06,0.92,2.0,0.92,0.0,8.5,4.67,161.9,9.22,1453.38,782.96,31.6,106.86,40.27,136.88,376.15,157.39,2.17,,227.33,79.58,187.28,26.99,33.0,0.0,1373.91,819.73,2267.94
2024-03-01,9.71,3.31,6.4,6.59,-0.16,6.76,10.94,3.96,0.37,1.46,0.37,0.0,6.77,4.36,171.29,9.12,1399.35,916.97,20.83,107.48,41.04,110.53,279.1,92.75,2.06,,242.11,79.2,179.82,25.6,34.63,0.0,1194.33,632.96,2337.15
2024-03-02,12.36,5.25,7.11,9.43,2.17,7.27,11.0,6.39,0.22,0.77,0.21,0.0,8.61,4.41,133.81,8.35,1185.0,635.78,37.42,105.82,39.82,100.09,284.11,165.02,2.2,,184.4,58.88,143.03,19.18,32.49,1.0,1135.03,697.06,1858.21
2024-03-03,13.37,4.55,8.82,10.55,1.7,8.85,11.07,8.05,0.01,0.08,0.0,0.0,9.93,4.04,95.6,8.65,1112.72,571.08,36.46,105.09,37.65,102.48,252.38,186.79,2.11,,197.9,67.21,128.49,12.19,28.63,1.0,1120.92,686.5,1720.26
2024-03-04,9.67,3.3,6.38,7.5,-0.16,7.67,11.14,3.94,0.0,0.0,0.0,0.0,6.54,1.57,33.2,8.72,1411.42,1127.83,17.9,105.45,40.01,50.18,138.95,94.47,2.13,,358.07,121.23,205.2,32.64,32.48,0.0,1180.81,431.18,2557.15
2024-03-05,7.88,4.77,3.11,4.95,1.05,3.9,11.2,1.27,2.28,5.85,2.2,0.0,4.23,2.83,86.05,8.9,1464.54,1080.55,27.63,105.11,39.8,122.4,194.02,67.57,2.19,,382.78,145.56,236.51,18.65,32.44,0.0,1347.02,531.09,2572.72
2024-03-06,8.05,3.27,4.78,5.15,-0.07,5.22,11.27,4.7,2.7,3.31,2.67,0.0,6.82,3.35,62.97,7.38,1431.88,1166.52,21.26,105.17,40.66,65.36,87.57,112.42,2.21,,383.04,152.97,241.71,27.8,32.99,0.0,1251.91,413.4,2619.66
2024-03-07,7.02,1.91,5.11,3.09,-1.76,4.85,11.34,6.18,0.01,0.08,0.01,0.0,7.9,4.73,75.65,8.95,1423.68,983.17,21.42,106.07,40.91,61.77,247.77,130.97,2.19,,330.51,109.69,192.49,27.67,33.8,0.0,1283.84,589.67,2428.26
2024-03-08,8.76,0.27,8.5,4.13,-3.79,7.93,11.4,9.78,0.0,0.0,0.0,0.0,12.72,5.43,98.11,10.44,1379.27,534.32,42.13,106.17,40.18,116.27,479.97,248.71,2.17,,164.46,64.72,142.19,30.2,32.97,0.0,1427.99,993.46,1955.71
2024-03-09,10.84,1.46,9.38,6.53,-2.84,9.38,11.47,9.07,0.02,0.15,0.01,0.0,12.12,5.48,98.11,10.61,1221.12,357.45,46.32,105.0,36.83,159.84,473.47,230.36,2.06,,92.7,61.26,116.13,26.42,32.24,1.0,1336.3,1007.56,1624.89
2024-03-10,11.6,4.15,7.45,7.22,-0.02,7.24,11.54,6.57,0.98,0.92,0.97,0.0,9.79,5.51,90.92,11.83,1171.14,327.82,43.81,104.56,34.45,152.55,553.48,137.29,2.05,,101.78,68.32,106.77,11.78,31.51,1.0,1304.54,984.39,1542.77
2024-03-11,10.35,5.21,5.15,7.17,1.65,5.52,11.6,4.78,2.61,2.92,2.58,0.0,7.33,2.13,128.8,10.85,1405.39,805.53,23.66,103.43,37.46,125.71,321.16,153.0,2.17,,224.59,92.22,184.95,32.56,31.71,0.0,1308.95,742.92,2234.58
2024-03-12,9.42,4.79,4.63,6.53,1.97,4.56,11.67,2.22,0.68,1.77,0.68,0.0,5.79,2.13,221.29,8.35,1412.51,1178.82,20.67,103.25,38.44,19.31,127.63,86.74,2.15,,341.29,113.81,235.83,31.18,32.74,0.0,1132.38,377.53,2612.01
2024-03-13,11.05,4.39,6.67,8.54,1.46,7.08,11.73,3.01,1.86,3.23,1.86,0.0,5.96,4.03,199.42,8.33,1423.99,1039.41,27.28,104.25,38.58,97.66,174.5,112.42,2.31,,309.4,99.97,203.75,31.0,32.42,0.0,1206.26,529.72,2490.69
2024-03-14,14.41,7.17,7.25,11.89,4.83,7.06,11.8,5.98,0.1,0.46,0.09,0.0,9.38,3.99,197.0,8.03,1398.29,833.94,39.36,103.63,39.63,128.31,263.58,172.45,2.16,,210.31,86.2,184.0,32.28,32.36,0.0,1254.93,709.77,2271.59
2024-03-15,15.04,7.65,7.38,12.09,4.93,7.16,11.87,6.09,2.35,5.0,2.12,0.0,9.21,5.71,217.39,12.15,1382.7,593.11,41.07,104.4,37.28,152.46,481.3,155.83,2.16,,146.68,53.19,130.4,27.86,31.96,0.0,1323.52,933.43,2016.88
2024-03-16,11.18,5.95,5.22,8.35,2.25,6.1,11.93,4.87,2.08,6.62,1.85,0.0,7.4,6.45,268.12,13.59,1217.16,450.67,54.34,104.07,37.97,97.67,547.67,121.15,2.25,,113.66,56.37,105.36,23.97,31.98,1.0,1242.12,910.78,1722.17
2024-03-17,10.28,2.84,7.44,7.23,-0.39,7.62,12.0,6.31,0.32,0.85,0.32,0.0,10.27,0.24,95.59,8.5,1102.7,676.25,39.21,105.01,39.14,76.59,146.08,203.79,2.29,,166.48,45.07,116.77,21.82,33.02,1.0,956.07,572.9,1818.16
2024-03-18,10.0,3.71,6.3,7.32,0.41,6.9,12.07,4.32,2.22,4.15,2.12,0.0,7.8,2.82,128.04,7.91,1369.29,968.5,24.79,105.69,40.93,70.88,181.28,148.63,2.19,,271.12,84.99,198.43,37.94,32.19,0.0,1174.27,549.6,2362.59
2024-03-19,12.64,3.94,8.7,9.92,1.0,8.92,12.13,6.99,0.04,0.31,0.02,0.0,11.06,3.19,164.15,6.74,1387.82,997.54,36.59,106.37,47.85,70.39,110.08,209.81,2.1,,289.05,94.68,199.98,28.18,32.52,0.0,1191.01,546.59,2421.95
2024-03-20,14.91,4.88,10.03,13.15,2.32,10.83,12.2,6.36,0.25,1.23,0.25,0.0,11.0,2.31,187.23,5.49,1355.59,1080.11,31.63,106.0,46.55,16.75,36.69,222.03,2.08,,304.57,127.67,217.8,32.8,31.38,0.0,1144.33,430.1,2467.33
2024-03-21,12.64,5.79,6.85,10.2,3.08,7.12,12.27,3.81,2.04,2.77,1.89,0.0,8.07,4.17,278.3,11.19,1368.86,910.81,21.15,106.1,43.59,79.14,238.6,140.31,1.98,,277.66,91.08,186.56,27.19,31.14,0.0,1223.36,609.72,2300.82
2024-03-22,13.66,6.11,7.55,10.55,3.44,7.12,12.33,3.35,1.45,3.62,1.45,0.0,7.22,4.84,243.59,9.67,1368.78,750.21,39.08,106.58,44.65,109.93,365.12,143.52,2.04,,157.47,58.49,163.62,30.22,31.72,0.0,1213.36,771.84,2158.07
2024-03-23,9.96,3.97,5.99,6.88,-0.37,7.25,12.4,6.13,4.65,8.23,4.25,0.0,9.56,6.92,258.92,14.88,1183.29,465.15,47.54,105.82,43.98,124.87,449.32,143.95,2.01,,102.88,34.28,107.44,30.45,31.99,1.0,1176.98,869.95,1695.98
2024-03-24,7.47,3.42,4.05,2.83,-1.14,3.96,12.47,3.23,3.95,10.85,3.32,0.0,7.19,6.48,249.92,14.55,1136.91,219.43,71.21,105.07,41.09,128.13,668.48,120.87,2.08,,95.26,30.27,88.76,11.58,30.27,1.0,1321.86,1065.72,1427.55
2024-03-25,9.51,3.51,6.01,6.5,0.12,6.38,12.54,9.54,0.68,2.69,0.52,0.0,12.8,3.67,264.47,9.74,1322.88,818.16,21.84,106.93,40.68,25.92,255.82,222.98,2.06,,231.72,67.24,183.94,44.32,27.27,0.0,1208.87,654.39,2162.89
2024-03-26,12.81,2.5,10.3,9.1,-1.31,10.41,12.6,9.33,0.12,0.31,0.12,0.0,14.45,4.61,119.8,9.44,1376.8,706.03,26.12,106.72,40.58,70.58,372.43,227.75,2.36,,196.27,81.02,150.73,34.28,32.31,0.0,1315.03,820.42,2108.94
2024-03-27,14.67,5.27,9.4,12.27,1.76,10.51,12.67,7.23,1.58,3.92,1.51,0.0,12.22,3.03,162.1,10.97,1368.2,907.65,35.57,106.03,42.38,56.57,216.81,187.18,2.56,,157.35,82.59,160.1,40.67,32.44,0.0,1084.67,611.52,2311.42
2024-03-28,11.51,5.33,6.18,7.64,1.41,6.23,12.74,4.64,4.07,6.77,4.02,0.0,9.23,6.76,202.51,15.81,1352.21,592.48,38.47,105.21,43.2,68.95,539.56,151.22,2.64,,113.31,55.29,113.95,28.66,32.92,0.0,1254.92,910.78,1983.15
2024-03-29,13.95,5.85,8.1,11.44,1.95,9.49,12.8,4.23,1.8,4.54,1.73,0.0,9.24,5.24,179.07,11.67,1122.03,415.8,65.23,104.1,41.33,111.22,457.43,137.58,2.16,,94.58,46.64,87.15,39.99,32.8,0.0,1154.97,853.81,1603.06
2024-03-30,17.62,7.56,10.05,15.54,5.38,10.16,12.87,7.68,0.83,2.38,0.74,0.0,13.57,3.48,150.63,10.29,1072.35,643.41,32.81,104.18,40.95,41.14,218.77,169.03,2.0,,128.31,52.29,102.58,34.58,32.87,1.0,926.71,576.07,1748.57
2024-03-31,15.63,7.29,8.33,13.77,5.25,8.51,12.93,8.18,0.78,2.08,0.71,0.0,13.19,2.01,60.61,8.35,864.72,523.15,45.15,99.63,38.57,23.18,113.79,204.59,1.93,,91.29,41.05,64.44,26.09,30.68,1.0,735.26,481.7,1433.02
2024-04-01,12.18,7.52,4.66,10.37,4.19,6.18,13.0,0.83,7.3,7.62,5.62,0.0,5.65,3.12,213.67,13.38,1002.65,534.19,27.52,103.11,41.0,45.12,334.69,88.66,2.0,,87.53,38.76,74.3,21.85,32.48,0.0,869.49,614.58,1564.36
2024-04-02,11.98,7.18,4.8,7.99,3.48,4.51,13.06,7.07,2.07,5.46,1.18,0.0,10.84,7.13,249.81,14.91,1283.18,298.77,71.74,103.62,43.76,74.07,730.17,180.17,2.08,,80.7,48.61,91.03,32.26,31.84,0.0,1418.31,1133.87,1653.69
2024-04-03,11.22,5.87,5.35,8.43,2.63,5.8,13.13,1.77,4.03,9.31,4.47,0.0,7.01,2.13,185.1,10.9,1294.29,778.96,23.72,105.4,41.59,69.03,310.83,135.47,2.0,,180.81,57.11,179.69,33.44,32.75,0.0,1148.13,664.32,2096.97
2024-04-04,13.97,8.35,5.63,10.74,4.92,5.82,13.2,2.85,5.29,9.85,4.32,0.0,7.29,5.87,216.58,14.47,1302.05,461.57,43.42,105.2,40.25,117.94,594.3,128.24,1.96,,123.51,45.75,120.29,24.63,32.26,0.0,1334.33,987.88,1807.04
2024-04-05,17.93,9.53,8.4,15.43,6.99,8.43,13.26,4.33,3.82,4.23,3.18,0.0,10.52,6.02,212.74,12.47,1264.39,396.25,39.2,105.52,41.87,97.19,575.04,195.9,1.99,,100.41,57.96,106.52,36.15,30.11,0.0,1348.66,1017.51,1699.84
2024-04-06,22.86,11.4,11.46,20.72,9.25,11.47,13.33,10.21,0.02,0.15,0.05,0.0,17.14,4.72,197.25,9.6,1068.09,317.89,46.5,104.15,40.78,109.04,348.64,292.51,1.91,,82.36,47.17,77.19,36.69,29.52,1.0,1169.96,897.03,1432.48
2024-04-07,21.51,12.22,9.29,19.53,9.97,9.56,13.39,10.1,0.69,1.85,0.65,0.0,16.5,5.83,210.32,12.22,1005.7,322.68,72.78,101.02,41.9,108.79,338.59,235.64,1.88,,89.04,40.9,89.09,27.81,28.94,1.0,1103.61,827.82,1401.16
2024-04-08,21.55,11.51,10.04,20.81,10.29,10.52,13.46,9.4,2.17,3.62,1.9,0.0,15.73,3.14,135.84,8.73,1216.44,788.64,39.41,96.32,46.46,47.2,129.36,251.24,1.84,,177.77,72.25,150.13,44.11,29.07,0.0,1045.74,572.42,2044.49
2024-04-09,18.88,8.89,9.99,17.15,4.9,12.25,13.52,4.63,1.58,3.85,0.98,0.0,10.78,5.64,229.53,15.37,1296.46,555.12,36.15,94.35,46.63,106.44,486.11,148.81,1.99,,118.66,56.38,103.73,29.01,29.32,0.0,1221.42,884.32,1887.73
2024-04-10,12.81,7.07,5.75,9.5,3.46,6.04,13.59,9.0,0.76,1.69,0.85,0.0,14.06,5.91,255.29,11.62,1299.81,678.77,56.31,95.07,47.52,97.75,313.61,209.67,2.07,,131.11,79.35,133.57,41.39,29.27,0.0,1180.38,765.69,2034.89
2024-04-11,15.38,5.14,10.23,13.15,1.76,11.39,13.65,6.33,0.67,1.69,0.45,0.0,13.08,4.39,225.78,9.56,1308.95,635.47,46.2,96.9,45.55,98.04,330.78,244.66,2.08,,121.13,65.51,138.16,38.63,28.5,0.0,1209.94,818.01,1990.61
2024-04-12,17.9,8.4,9.5,15.77,6.21,9.56,13.72,7.33,0.01,0.08,0.02,0.0,14.07,4.68,239.85,9.92,1270.9,614.26,43.6,97.1,45.74,117.37,280.72,258.56,2.03,,118.2,39.7,106.16,37.16,28.86,0.0,1131.59,801.51,1928.76
2024-04-13,20.53,9.41,11.12,18.64,7.31,11.33,13.79,10.4,0.05,0.08,0.05,0.0,17.41,4.73,233.42,9.55,1068.75,331.17,56.47,95.46,41.54,83.47,361.84,292.27,2.08,,73.52,29.97,71.3,33.51,28.39,1.0,1113.33,876.65,1456.4
2024-04-14,18.32,9.5,8.82,15.66,6.92,8.75,13.85,10.57,0.32,0.46,0.12,0.0,17.92,6.14,273.6,12.45,1016.54,251.79,71.37,94.7,42.89,72.26,418.12,274.37,2.19,,85.77,29.77,82.31,27.25,24.47,1.0,1154.11,904.53,1339.71
2024-04-15,13.75,6.21,7.54,10.41,1.85,8.56,13.91,5.94,4.95,7.62,4.65,0.0,11.71,7.3,229.53,17.38,1247.31,611.96,33.13,95.9,49.05,67.73,387.84,179.79,2.22,,122.78,37.9,117.57,40.39,22.01,0.0,1123.17,782.53,1892.39
2024-04-16,9.28,4.58,4.69,5.66,-0.31,5.97,13.98,5.25,6.08,8.77,3.87,0.0,10.87,5.1,280.13,15.75,1326.73,562.11,51.55,97.12,51.25,68.75,523.99,171.89,2.41,,143.3,55.53,115.14,24.51,22.92,0.0,1276.8,915.4,1940.4
2024-04-17,9.05,4.17,4.88,6.06,1.12,4.94,14.04,8.14,2.92,7.15,1.27,0.0,14.21,3.56,314.61,9.57,1290.59,954.26,32.67,100.86,53.89,21.03,115.21,200.09,2.48,,226.29,105.33,195.78,33.1,29.72,0.0,1083.78,493.55,2277.52
2024-04-18,9.64,3.14,6.5,6.14,-0.19,6.33,14.11,9.54,1.35,5.08,0.55,0.0,15.26,4.98,294.56,10.78,1293.41,860.3,32.7,100.87,53.63,47.6,155.86,229.66,2.47,,233.13,97.02,182.85,36.73,29.94,0.0,1169.75,590.08,2186.41
2024-04-19,8.21,4.73,3.48,4.1,-0.04,4.13,14.17,1.62,8.18,13.54,4.86,0.0,7.83,4.32,262.22,15.29,1315.1,447.39,47.8,100.98,48.01,124.55,634.26,108.9,2.44,,114.79,60.76,109.56,28.69,28.84,0.0,1361.79,1019.15,1810.29
2024-04-20,8.15,3.52,4.63,4.58,-0.57,5.15,14.23,8.39,3.13,8.77,0.49,0.0,13.32,5.59,334.46,13.12,1099.44,522.33,47.5,105.28,47.96,79.55,292.73,204.82,2.28,,119.16,35.87,92.5,29.85,27.29,1.0,1037.29,732.62,1669.27
2024-04-21,7.66,2.08,5.58,3.89,-1.77,5.66,14.29,9.47,3.44,7.31,0.33,0.35,15.95,4.21,34.87,11.51,1032.68,534.11,51.5,105.53,47.07,56.43,238.12,204.02,2.24,,130.49,45.84,98.28,14.37,27.79,1.0,970.19,653.42,1618.3
2024-04-22,7.14,1.27,5.87,3.42,-2.29,5.71,14.36,8.25,0.49,2.46,0.27,0.02,15.29,4.08,33.46,9.56,1259.8,872.55,29.9,103.65,48.24,37.17,107.8,242.28,2.12,,232.39,61.89,211.86,41.94,28.94,0.0,1118.28,541.26,2162.25
